Name,Agility,Reactions,total
M. Sipľak,54.0,47.0,171.0
M. Miller,59.0,56.0,189.0
O. Johansson,67.0,59.0,196.0
A. Mondal,48.0,49.0,152.0
Z. Westbrooke,62.0,54.0,182.0
K. Pagliuca,42.0,37.0,147.0
B. Hall,57.0,52.0,162.0
M. Köbbing,29.0,49.0,106.0
E. Chapman,66.0,50.0,183.0
L. Orellano,72.0,40.0,183.0
R. Harker,58.0,53.0,175.0
L. Rogerson,73.0,56.0,209.0
L. Thomas,40.0,48.0,147.0
P. Sander,69.0,52.0,189.0
J. Jensen,28.0,53.0,111.0
Jiang Wenjun,66.0,54.0,189.0
A. Alibekov,56.0,50.0,164.0
N. Giraldo,79.0,54.0,199.0
J. Mashart,80.0,50.0,202.0
D. Casey,53.0,55.0,157.0
C. Norman,51.0,54.0,159.0
N. Lemaître,24.0,47.0,105.0
F. Ross,71.0,57.0,189.0
O. Kakay,73.0,52.0,200.0
D. Leahy,58.0,52.0,171.0
R. Sottil,65.0,40.0,167.0
Li Haitao,27.0,58.0,111.0
R. Allassani,86.0,48.0,211.0
D. Conroy,45.0,45.0,146.0
F. Zorba,63.0,54.0,182.0
T. Blackmon,68.0,43.0,181.0
T. Arndal,64.0,48.0,179.0
M. Al Sufyani,61.0,49.0,185.0
B. Liddle,56.0,53.0,173.0
C. Oliver,44.0,50.0,142.0
N. Kariri,56.0,53.0,183.0
Xiang Hantian,74.0,51.0,208.0
Lee Gyu Seong,60.0,56.0,189.0
R. de Vos,55.0,52.0,167.0
M. Wasielewski,58.0,53.0,177.0
N. Simon,73.0,61.0,204.0
N. Kirk,63.0,49.0,177.0
S. Al Najrani,53.0,49.0,170.0
L. Lalruatthara,70.0,53.0,201.0
A. Attiah,34.0,39.0,101.0
K. Ademi,45.0,52.0,145.0
C. Gallego,66.0,47.0,181.0
Zhou Dadi,77.0,61.0,200.0
D. Adshead,59.0,54.0,181.0
J. Adelson,72.0,53.0,197.0
C. Brown,56.0,51.0,141.0
S. Bouzar,50.0,59.0,171.0
J. Curran,75.0,59.0,208.0
M. Lansing,52.0,58.0,156.0
D. Cayupil,59.0,56.0,179.0
O. Mireles,56.0,52.0,175.0
O. Valakari,45.0,51.0,155.0
B. Stillhart,60.0,57.0,180.0
R. Holden,80.0,41.0,195.0
D. Salanovic,64.0,43.0,175.0
Pol Lozano,61.0,53.0,170.0
S. Todd,40.0,52.0,136.0
A. Ordagić,62.0,50.0,181.0
C. Evans,71.0,48.0,193.0
O. Buur Rasmussen,71.0,55.0,203.0
J. Krasniqi,65.0,55.0,180.0
C. Libertiaux,24.0,42.0,99.0
L. Migliorelli,68.0,51.0,191.0
M. Millar,87.0,42.0,214.0
K. Kitamoto,48.0,44.0,128.0
Su Yuanjie,79.0,59.0,210.0
M. Mejlstrup Pedersen,72.0,55.0,193.0
K. Gordon,70.0,51.0,192.0
A. Bayındır,22.0,45.0,86.0
N. Helmbrecht,73.0,50.0,192.0
J. Theissen,34.0,46.0,112.0
O. Tejeda,56.0,61.0,195.0
D. Mottley-Henry,69.0,52.0,209.0
J. Hernandez,86.0,49.0,208.0
S. Villarreal,60.0,57.0,185.0
S. Al Nabit,84.0,48.0,203.0
B. Folami,77.0,54.0,205.0
K. Castañeda,58.0,38.0,162.0
A. Ghareeb,73.0,60.0,208.0
I. Jasarevic,61.0,48.0,176.0
C. Vernam,84.0,53.0,218.0
Lee Rae Joon,65.0,55.0,180.0
B. Taz,73.0,50.0,188.0
T. Mizutani,72.0,52.0,202.0
B. Dione,63.0,48.0,177.0
K. Al Shuwayie,50.0,55.0,167.0
A. Ramírez,72.0,57.0,197.0
K. Kovačević,49.0,56.0,160.0
E. Sivertsen,60.0,57.0,180.0
L. Ritson,58.0,58.0,179.0
G. Berggren,62.0,58.0,177.0
J. Oksanen,63.0,54.0,179.0
D. Parker,72.0,49.0,195.0
C. Mafoumbi,30.0,59.0,136.0
A. Bolger,65.0,54.0,185.0
A. Al Basisi,38.0,50.0,134.0
B. Fox,61.0,49.0,173.0
E. Kastrati,31.0,51.0,117.0
M. Al Rashidi,68.0,53.0,194.0
Kim Woo Suk,51.0,59.0,151.0
M. Radecki,57.0,53.0,179.0
O. Jackson,41.0,50.0,152.0
C. Thompson,68.0,51.0,194.0
J. Shackleton,77.0,49.0,205.0
T. Sibbick,58.0,49.0,181.0
K. Oldenburger,57.0,50.0,167.0
M. Lema,59.0,45.0,174.0
A. Al Riou,69.0,51.0,188.0
N. Cordero,60.0,55.0,186.0
J. Rodríguez,59.0,51.0,177.0
H. Abu Sharara,68.0,57.0,195.0
B. Hussein,66.0,56.0,188.0
H. Pernía,41.0,48.0,143.0
V. Ekani,65.0,60.0,182.0
L. Gordon,51.0,52.0,145.0
V. Karakuş,31.0,47.0,106.0
M. Al Zubaidi,73.0,49.0,199.0
A. Al Bishi,47.0,50.0,149.0
R. Lloyd,88.0,44.0,203.0
G. Siadas,55.0,48.0,171.0
M. Asiri,43.0,48.0,127.0
S. Coly,62.0,52.0,182.0
C. Coventry,67.0,45.0,177.0
J. Ponceau,70.0,54.0,195.0
R. Noda,47.0,48.0,153.0
Qiu Shengjiong,30.0,55.0,114.0
M. Al Haidari,24.0,51.0,105.0
K. Stamatopoulos,34.0,64.0,128.0
Y. Lenze,36.0,53.0,137.0
F. Chenkam,62.0,49.0,188.0
R. Edmondson,54.0,52.0,161.0
M. Klass,74.0,53.0,197.0
J. Vom Steeg,22.0,45.0,93.0
E. Palacios,67.0,58.0,194.0
Kim Joon Beom,54.0,60.0,188.0
A. Campbell,80.0,49.0,208.0
H. Pritchard,56.0,49.0,174.0
K. Engbers,44.0,47.0,148.0
K. Wootton,65.0,54.0,173.0
U. Türker,57.0,60.0,186.0
L. Malicsek,68.0,61.0,192.0
K. da Graca,34.0,45.0,134.0
B. Maguire,43.0,48.0,146.0
J. Padilla,58.0,57.0,157.0
I. Shinozuka,68.0,57.0,187.0
S. Palma,53.0,53.0,168.0
C. Crane,55.0,49.0,179.0
A. Rizzo,63.0,54.0,190.0
D. Lyness,22.0,48.0,124.0
J. Holldack,61.0,47.0,175.0
A. Goelzer,56.0,55.0,179.0
A. Mironov,56.0,54.0,172.0
G. Gbellé,53.0,54.0,174.0
T. Abrahams,72.0,48.0,188.0
S. Ben Amar,51.0,52.0,166.0
M. Gillam,69.0,51.0,195.0
F. Kaya,72.0,54.0,189.0
J. Zea,65.0,55.0,192.0
D. Spence,69.0,55.0,203.0
I. Turner,64.0,52.0,178.0
Cong Zhen,63.0,55.0,185.0
M. Norman,34.0,51.0,111.0
E. Mahmutovic,44.0,49.0,145.0
Vasco Paciência,75.0,57.0,194.0
F. Akammadu,62.0,49.0,161.0
S. Shotton,38.0,54.0,148.0
A. Hindi,47.0,54.0,159.0
C. Nicell,68.0,56.0,186.0
J. Truque,37.0,30.0,100.0
H. Douglas,43.0,42.0,129.0
S. Dieng,34.0,52.0,125.0
A. Adetula,68.0,48.0,190.0
B. Alférez,52.0,48.0,158.0
D. Mitov,55.0,52.0,168.0
M. Galé,61.0,61.0,189.0
R. Harvey,72.0,40.0,190.0
J. McMillan,57.0,48.0,171.0
H. Clifton,65.0,56.0,199.0
T. Heward-Belle,27.0,40.0,98.0
S. Long,67.0,57.0,193.0
J. Simonsen,72.0,62.0,218.0
P. Sánchez,66.0,50.0,185.0
A. Høvenhoff,63.0,57.0,188.0
R. Koot,25.0,48.0,103.0
J. Pourtau,33.0,41.0,91.0
D. Mushitu,73.0,47.0,186.0
M. Berisha,57.0,60.0,185.0
M. Harris,60.0,49.0,179.0
Gao Tianyi,80.0,54.0,190.0
J. Al Dossary,61.0,56.0,180.0
L. Seydoux,82.0,53.0,213.0
D. Mena,64.0,54.0,194.0
A. Medina,58.0,60.0,167.0
O. O'Dwyer,33.0,47.0,108.0
M. Parada,66.0,49.0,184.0
Jo Yong Jae,61.0,45.0,176.0
M. Wolff,23.0,51.0,89.0
B. Lucumí,77.0,48.0,197.0
O. Kensdale,39.0,44.0,145.0
K. Szymański,31.0,51.0,102.0
L. Hardcastle,68.0,53.0,190.0
O. Malcı,55.0,52.0,166.0
H. Al Yami,59.0,55.0,188.0
M. Orłowski,59.0,58.0,186.0
J. Ferry,67.0,55.0,190.0
S. Janssen,50.0,48.0,158.0
M. Catenacci,69.0,50.0,192.0
B. Kennedy,32.0,49.0,122.0
M. Guel,79.0,47.0,207.0
T. Rönning,29.0,38.0,82.0
A. Jerez,33.0,55.0,119.0
M. Pedersen,67.0,43.0,190.0
K. Politz,47.0,51.0,158.0
A. Grinwis,29.0,52.0,108.0
K. Shiihashi,69.0,55.0,198.0
M. Layer,34.0,49.0,100.0
M. Grundmann,63.0,46.0,172.0
W. Biedrzycki,57.0,51.0,170.0
D. Szczepan,49.0,48.0,148.0
D. Baur,42.0,46.0,151.0
C. Lang,68.0,51.0,190.0
C. Ariza,26.0,49.0,107.0
S. Amin,73.0,54.0,196.0
D. Hutchinson,52.0,55.0,168.0
Y. Ben El-Mhanni,78.0,39.0,195.0
H. Isted,32.0,49.0,114.0
O. Yilmaz,49.0,53.0,160.0
R. Caicedo,30.0,38.0,95.0
G. Kımışır,45.0,46.0,148.0
R. Watson,71.0,44.0,175.0
V. Viot,34.0,57.0,136.0
Z. Al Haniti,40.0,46.0,132.0
N. Abdali,56.0,52.0,176.0
S. McWilliams,67.0,55.0,189.0
T. Roberts,70.0,51.0,190.0
J. McDonagh,74.0,42.0,194.0
D. Malhue,71.0,39.0,183.0
A. Koldere,52.0,60.0,177.0
D. Stynes,61.0,52.0,176.0
M. Kos,45.0,55.0,141.0
F. Baptiste,71.0,51.0,195.0
Jeong Chee In,64.0,57.0,183.0
K. Watts,53.0,48.0,161.0
J. Lennon,62.0,53.0,175.0
H. Duman,70.0,48.0,186.0
N. Anhölcher,70.0,52.0,189.0
J. Stenmark,64.0,51.0,178.0
S. Belkahia,44.0,58.0,157.0
C. Tovar,46.0,55.0,158.0
C. Goslin,82.0,55.0,203.0
B. Stephens,81.0,45.0,202.0
Y. Requena,67.0,47.0,186.0
K. Cantwell,50.0,40.0,140.0
S. Lavelle,42.0,43.0,142.0
M. Rodrigues,44.0,53.0,149.0
Javito,61.0,55.0,179.0
W. Jakkit,59.0,47.0,173.0
H. St Clair,67.0,41.0,174.0
S. Grønli,81.0,48.0,197.0
P. Jensen,34.0,46.0,100.0
A. Hinds,69.0,47.0,193.0
F. Al Rashidi,63.0,52.0,182.0
A. Ávila,59.0,52.0,174.0
M. Lis,34.0,35.0,96.0
S. Kawamata,28.0,44.0,107.0
A. Nsakala,61.0,51.0,190.0
B. Hernández,59.0,54.0,181.0
C. Carroll,56.0,56.0,166.0
D. Takahashi,79.0,43.0,197.0
L. Brand,28.0,55.0,112.0
Liu Yang,64.0,55.0,188.0
Y. Zummack,26.0,56.0,105.0
R. Feely,51.0,48.0,139.0
J. Hove,58.0,50.0,177.0
T. Deters,85.0,54.0,204.0
H. Bellman,78.0,50.0,209.0
Marc Vito,34.0,51.0,110.0
C. MacPherson,60.0,55.0,178.0
C. Rojas,62.0,55.0,189.0
A. Cvetkovic,49.0,40.0,154.0
R. Okazaki,40.0,46.0,156.0
R. Wintle,78.0,44.0,183.0
M. Smith,62.0,53.0,173.0
J. Rees,60.0,48.0,171.0
K. Ogi,24.0,52.0,95.0
Álvaro Gómez,51.0,55.0,159.0
T. Makowski,70.0,49.0,187.0
C. Sickinger,63.0,52.0,176.0
A. Al Bahri,37.0,50.0,113.0
K. Dybowski,38.0,37.0,91.0
T. Vermot,32.0,39.0,92.0
Darío Ramos,32.0,40.0,99.0
E. Lyngdoh,81.0,56.0,204.0
R. Escobar,66.0,45.0,181.0
M. Ogkmpoe,52.0,56.0,177.0
N. Pejović,46.0,48.0,149.0
J. Lokilo,86.0,40.0,208.0
Wang Ziming,56.0,53.0,176.0
T. O'Neill,52.0,52.0,166.0
C. Waters,62.0,55.0,190.0
J. Williams,61.0,55.0,188.0
K. Mendoza,35.0,47.0,119.0
Pedrosa,64.0,55.0,174.0
F. Becker,63.0,52.0,183.0
J. Brown,52.0,54.0,178.0
M. Bulka,42.0,49.0,119.0
R. Deprem,77.0,45.0,196.0
H. Al Watyan,31.0,50.0,129.0
I. Samba,69.0,55.0,192.0
S. Tağa,59.0,53.0,175.0
J. Castillo,68.0,38.0,172.0
O. Şahin,52.0,40.0,154.0
A. Cháves,58.0,62.0,181.0
H. Campbell,39.0,49.0,137.0
F. Myhre,62.0,55.0,172.0
I. Sauter,50.0,42.0,161.0
M. Castaño,74.0,46.0,193.0
L. Ureta,34.0,52.0,115.0
J. Ceesay,74.0,48.0,200.0
J. Fischer,57.0,57.0,178.0
D. Pawłowski,63.0,52.0,182.0
J. Ball,61.0,50.0,176.0
M. Shinada,60.0,49.0,175.0
C. Lyon,39.0,50.0,134.0
Li Siqi,54.0,63.0,186.0
G. Pender,44.0,54.0,151.0
E. Crona,57.0,50.0,165.0
M. Idzik,64.0,51.0,184.0
L. Gelzleichter,70.0,55.0,192.0
S. Kulenović,76.0,50.0,209.0
J. Talbot,32.0,62.0,138.0
J. Hallam,57.0,51.0,177.0
J. Olufsen,69.0,37.0,177.0
N. Al Harthi,74.0,49.0,195.0
J. Thompson,65.0,52.0,195.0
Long Wei,70.0,50.0,168.0
J. Valdeblánquez,65.0,45.0,187.0
C. Núñez,52.0,57.0,166.0
S. Mallon,65.0,56.0,194.0
D. Tomii,34.0,56.0,121.0
K. Suzuki,46.0,55.0,154.0
M. Sopoćko,61.0,48.0,166.0
O. Al Suhaymi,53.0,54.0,166.0
D. Pierias,67.0,53.0,206.0
R. Tsonev,70.0,64.0,202.0
C. Ellis,67.0,66.0,209.0
H. Finndell,67.0,43.0,175.0
C. Cooper,78.0,48.0,193.0
E. Maulana Vikri,49.0,44.0,146.0
D. Ingham,65.0,54.0,190.0
A. Koiki,52.0,51.0,167.0
S. Farsak,55.0,59.0,183.0
I. Cameron,69.0,50.0,186.0
P. Bird,65.0,52.0,185.0
Y. Avcılar,46.0,49.0,158.0
Peng Rui,84.0,50.0,198.0
Yang Ke,60.0,59.0,188.0
R. Majecki,32.0,53.0,111.0
S. Nakagawa,49.0,46.0,148.0
R. Oates,59.0,56.0,182.0
P. Patron,35.0,46.0,98.0
P. Lewis,69.0,57.0,193.0
R. Giles,77.0,47.0,211.0
S. Sohm,67.0,55.0,192.0
M. Wohlgemuth,56.0,54.0,166.0
M. Żyro,46.0,52.0,160.0
A. Al Arishi,39.0,53.0,147.0
Y. Mersin,38.0,51.0,127.0
S. Want,48.0,52.0,155.0
L. Grabovac,75.0,43.0,187.0
Liu Heng,57.0,43.0,164.0
S. Bojang,66.0,47.0,196.0
L. Conlan,61.0,58.0,178.0
Liu Hao,71.0,51.0,194.0
J. Medina,53.0,52.0,168.0
S. Giménez,52.0,51.0,158.0
T. Francois,77.0,52.0,194.0
D. Kaneko,65.0,56.0,188.0
D. van Kaam,54.0,55.0,164.0
F. Fischerauer,68.0,54.0,191.0
A. Hellborg,56.0,50.0,160.0
B. Daniels,78.0,58.0,215.0
Zhou Qiming,86.0,57.0,200.0
D. Miya,39.0,53.0,152.0
M. Nottingham,43.0,55.0,152.0
A. Abdulhameed,26.0,48.0,108.0
Y. Wakizaka,54.0,52.0,163.0
M. Tapias,49.0,51.0,164.0
R. Correa,67.0,55.0,191.0
O. Solbakken,62.0,45.0,174.0
A. Koljic,71.0,45.0,185.0
J. Bennett,80.0,47.0,210.0
J. Nieva,60.0,46.0,167.0
H. Salem,56.0,49.0,178.0
E. Sandberg,44.0,54.0,153.0
F. Abo Bakr,51.0,57.0,170.0
T. Tanaka,55.0,59.0,203.0
Zuo Yiteng,65.0,52.0,182.0
W. Fitzgerald,61.0,52.0,185.0
K. Osako,27.0,54.0,109.0
Wei Zhen,38.0,49.0,140.0
A. Hudu,71.0,46.0,189.0
J. Lalrinzuala,67.0,54.0,197.0
I. Pearce,75.0,49.0,198.0
R. Motegi,65.0,52.0,192.0
K. Cabral,64.0,38.0,172.0
A. Majok,53.0,56.0,194.0
R. Ito,56.0,55.0,174.0
I. Ünal,25.0,45.0,96.0
E. Chilufya,88.0,51.0,231.0
Lee Joon Hee,32.0,53.0,131.0
M. Stajduhar,29.0,53.0,117.0
K. Fatkic,62.0,46.0,155.0
A. Jakupović,49.0,50.0,141.0
A. Eichhorn,83.0,41.0,199.0
Yang Wanshun,83.0,53.0,214.0
Philippe,66.0,51.0,185.0
Yang Fan,51.0,45.0,157.0
D. Pipe,53.0,63.0,175.0
K. Ichimi,42.0,40.0,154.0
J. Ponticelli,63.0,51.0,192.0
S. Ali Yahya,59.0,49.0,177.0
S. Brolin,22.0,45.0,87.0
J. Pérez,57.0,51.0,152.0
A. Pearce,28.0,50.0,113.0
B. White,28.0,51.0,111.0
B. Nygren,60.0,48.0,174.0
Yang Liyu,77.0,55.0,205.0
L. Davies,66.0,49.0,196.0
F. Espinoza,62.0,54.0,180.0
Joan Luque,62.0,42.0,171.0
R. Hoffmann,31.0,44.0,98.0
Z. Mills,60.0,44.0,174.0
H. Herrera,56.0,62.0,189.0
A. Ajdarević,79.0,37.0,190.0
Y. Uekusa,61.0,65.0,189.0
K. Rowles,60.0,45.0,172.0
T. Hamilton,70.0,37.0,180.0
K. Ito,63.0,54.0,184.0
C. O'Toole,71.0,52.0,191.0
E. Moran,27.0,52.0,104.0
I. Koné,67.0,52.0,191.0
K. Awuah,57.0,51.0,167.0
L. Ashby-Hammond,25.0,40.0,88.0
N. Marfelt,66.0,51.0,186.0
T. Chakwana,69.0,41.0,187.0
F. Schram,31.0,54.0,127.0
D. Daly,75.0,49.0,197.0
S. Pedersen,64.0,56.0,185.0
M. Al Hamad,56.0,52.0,170.0
O. Ünlüçifçi,78.0,44.0,196.0
A. Hoven,60.0,54.0,193.0
C. Zuvela,66.0,52.0,186.0
O. Christensen,33.0,48.0,118.0
D. Breitfelder,58.0,53.0,168.0
G. Vetti,60.0,54.0,179.0
L. Robles,58.0,51.0,164.0
M. Miño,38.0,54.0,110.0
W. Le Pogam,54.0,51.0,170.0
N. Mbo,69.0,39.0,185.0
Lee Kwang Jin,77.0,57.0,213.0
S. Abifade,72.0,51.0,206.0
C. Lokoli-Ngoy,72.0,40.0,194.0
E. Bijlsma,50.0,53.0,157.0
D. Hayes,60.0,55.0,173.0
M. Śliwa,61.0,52.0,183.0
S. Moore,48.0,52.0,145.0
Y. Takeda,26.0,47.0,100.0
J. Kavanagh,61.0,50.0,173.0
Kim Tae Ho,32.0,56.0,124.0
R. Vinderslev,62.0,62.0,178.0
A. Nurudeen,26.0,46.0,90.0
T. Damsgaard,65.0,58.0,190.0
K. Henry,65.0,45.0,184.0
Zhu Xiaogang,45.0,56.0,138.0
A. Kuruniyan,81.0,54.0,211.0
R. Batlokwa,73.0,52.0,195.0
B. Leneis,34.0,41.0,94.0
M. Blair,69.0,47.0,185.0
Lee Hyun Sik,58.0,60.0,180.0
J. Etou,60.0,52.0,186.0
Cui Ming'an,67.0,49.0,178.0
D. López,51.0,60.0,153.0
P. Pierzchała,50.0,46.0,143.0
O. Al Owdah,59.0,50.0,181.0
A. Thurgate,60.0,50.0,179.0
Y. Magnin,68.0,42.0,182.0
A. Al Enazi,56.0,53.0,179.0
C. Clifford,66.0,52.0,181.0
T. Hagelskjaer,38.0,57.0,133.0
N. Rodes,54.0,57.0,172.0
L. Mirwa,57.0,56.0,184.0
W. Altamirano,53.0,56.0,164.0
Ko Jae Hyun,58.0,46.0,177.0
O. Evans,40.0,38.0,117.0
Lü Peng,76.0,56.0,193.0
Xu Yougang,63.0,51.0,182.0
Sun Guowen,63.0,54.0,196.0
S. Alzate,62.0,45.0,171.0
M. Steinwender,44.0,50.0,151.0
H. Cardwell,59.0,54.0,183.0
M. Vantruba,23.0,55.0,95.0
H. Wilder,62.0,53.0,184.0
B. Delihasan,56.0,58.0,180.0
D. Puster,61.0,49.0,179.0
H. Tombakti,54.0,51.0,168.0
L. Gibbens,55.0,48.0,163.0
G. Kostadinov,52.0,52.0,161.0
L. Perea,51.0,49.0,154.0
A. Ogalde,31.0,38.0,94.0
M. Bersano,52.0,56.0,143.0
I. Olaofe,65.0,51.0,192.0
D. Barnett,63.0,50.0,176.0
R. Ferguson,23.0,42.0,93.0
F. Domínguez,59.0,56.0,181.0
N. Vitré,62.0,51.0,180.0
H. Al Sibyani,75.0,49.0,197.0
M. Shabow,74.0,39.0,182.0
A. Famewo,62.0,51.0,190.0
W. Tomlinson,58.0,53.0,177.0
O. Al Zayni,73.0,51.0,193.0
A. Linnér,58.0,51.0,185.0
A. Tarmin,65.0,51.0,185.0
J. Roberts,51.0,48.0,185.0
K. Horgan,31.0,49.0,124.0
J. Tibbetts,38.0,43.0,101.0
R. Balanta,60.0,52.0,181.0
D. Arias,50.0,47.0,161.0
W. Huffer,34.0,50.0,101.0
Yan Zhiyu,82.0,50.0,192.0
W. Hanssen,70.0,46.0,185.0
M. Al Thani,53.0,48.0,173.0
Montes,59.0,56.0,182.0
N. Khalifa,58.0,48.0,178.0
A. Fisher,40.0,45.0,121.0
C. Lindley,58.0,55.0,177.0
M. Borgogno,22.0,52.0,91.0
H. Al Shaie,57.0,54.0,183.0
G. Haag,48.0,49.0,158.0
C. McVey,58.0,52.0,176.0
I. Ibañez,54.0,48.0,177.0
H. Sobol,63.0,56.0,175.0
Cristian Arco,30.0,60.0,136.0
G. Satalino,28.0,55.0,107.0
A. Diaz,65.0,36.0,160.0
M. Hauptmann,75.0,50.0,192.0
S. Kelly,52.0,52.0,158.0
K. Zobeck,35.0,50.0,130.0
G. McDonagh,69.0,51.0,193.0
D. Bielica,31.0,49.0,112.0
M. Akjah,39.0,48.0,119.0
R. Sandford,36.0,41.0,111.0
R. Slater,57.0,49.0,172.0
A. Al Nassar,71.0,57.0,193.0
A. Al Shehry,33.0,48.0,110.0
M. Kristensen,37.0,50.0,133.0
E. Wearen,62.0,51.0,167.0
M. Solberg,70.0,52.0,184.0
Gianluca Zanette,22.0,40.0,83.0
T. Bloor,64.0,49.0,188.0
V. Arzayus,49.0,51.0,144.0
M. Kaastrup,83.0,43.0,197.0
J. Sinclair,69.0,53.0,193.0
P. Gueye,40.0,54.0,153.0
M. Godoy,61.0,41.0,173.0
J. Łoś,48.0,51.0,163.0
S. Gussiås,52.0,48.0,157.0
G. Piras,48.0,48.0,150.0
J. Sowerby,66.0,51.0,162.0
Taliby,23.0,41.0,79.0
P. Waring,56.0,52.0,177.0
A. Agouda,70.0,53.0,196.0
T. Mitchell,56.0,56.0,172.0
H. Acar,56.0,51.0,159.0
K. Ahmadi,63.0,45.0,180.0
B. Maher,47.0,41.0,129.0
A. Al Shammari,75.0,40.0,185.0
A. Haroon,50.0,52.0,164.0
R. Edmonds-Green,39.0,51.0,151.0
N. Sheron,37.0,52.0,144.0
S. Baptiste,55.0,56.0,167.0
M. El Idrissy,57.0,53.0,169.0
C. Goddard,73.0,43.0,188.0
B. Leiva,59.0,53.0,177.0
R. Kamber,57.0,48.0,172.0
M. Valenta,58.0,63.0,189.0
T. Forbes,66.0,55.0,194.0
K. Lara,60.0,57.0,185.0
A. Baun,52.0,36.0,166.0
B. Niezgoda,22.0,47.0,88.0
A. Doğan,45.0,46.0,145.0
A. Payne,58.0,63.0,188.0
J. López,57.0,55.0,178.0
M. Matic,32.0,37.0,99.0
Chang Feiya,74.0,56.0,208.0
J. Kayode,52.0,42.0,161.0
A. Arigoni,67.0,56.0,187.0
R. McGinley,73.0,43.0,191.0
T. Amos,32.0,48.0,102.0
Y. Taki,72.0,53.0,200.0
D. Błanik,57.0,43.0,177.0
Y. Nishimura,65.0,52.0,186.0
M. Howarth,63.0,52.0,177.0
S. Mann,53.0,54.0,173.0
M. Karlsson,25.0,54.0,108.0
Y. Oki,46.0,54.0,135.0
R. Swan,65.0,49.0,180.0
D. Noone,56.0,54.0,162.0
Wang Liang,60.0,61.0,185.0
M. Ross Jensen,52.0,46.0,164.0
F. Kraft,40.0,49.0,123.0
A. Bonnah,66.0,50.0,183.0
M. Barker,62.0,51.0,177.0
O. Bayode,67.0,51.0,190.0
C. Bassett,60.0,56.0,180.0
Víctor Gómez,56.0,54.0,171.0
B. Berríos,70.0,54.0,194.0
N. Logue,47.0,45.0,148.0
D. Dennehy,30.0,51.0,111.0
S. Harding,55.0,54.0,162.0
K. Sibille,39.0,41.0,137.0
C. Oxlade-Chamberlain,62.0,50.0,187.0
J. Guttau,79.0,53.0,210.0
N. Hunt,34.0,55.0,128.0
E. Çetindere,58.0,58.0,173.0
Jang Eun Gyu,66.0,46.0,178.0
F. Durmuş,58.0,53.0,174.0
R. Lopez-Espin,47.0,45.0,155.0
J. Singh,77.0,51.0,214.0
K. Davies,49.0,40.0,153.0
Y. Aguila,56.0,61.0,180.0
J. Romo,72.0,49.0,193.0
A. Troffa,59.0,58.0,184.0
F. Darisi,68.0,51.0,186.0
A. Quintana,22.0,50.0,94.0
K. Klaesson,39.0,52.0,117.0
H. Ishikawa,69.0,57.0,189.0
C. Moreno,38.0,43.0,108.0
E. Selen,60.0,60.0,151.0
M. Hernández,72.0,54.0,191.0
A. Sevestre,19.0,38.0,80.0
L. Dunne,80.0,41.0,194.0
L. Cass,46.0,52.0,157.0
S. Jurado,42.0,44.0,116.0
G. Kawanami,28.0,39.0,91.0
D. Araki,65.0,52.0,191.0
R. Uehara,62.0,56.0,200.0
J. Grayson,53.0,45.0,156.0
N. Gartside,32.0,54.0,134.0
R. Piscitelli,36.0,45.0,98.0
H. Guenouche,87.0,47.0,208.0
N. Hahn,79.0,54.0,207.0
E. Küc,58.0,48.0,175.0
J. Galić,32.0,44.0,99.0
E. Iandolo,66.0,51.0,185.0
B. Doherty,55.0,47.0,181.0
K. Yamaguchi,94.0,55.0,222.0
H. Ishihara,73.0,50.0,191.0
W. Scott,53.0,45.0,166.0
H. Offia,64.0,39.0,180.0
R. Yañez,28.0,41.0,99.0
K. Ward,75.0,49.0,194.0
G. Rogers,74.0,42.0,193.0
K. McIntosh,39.0,49.0,129.0
W. Graham,54.0,49.0,171.0
M. Henvey,63.0,48.0,186.0
L. Gray,48.0,50.0,131.0
E. Suliman,50.0,39.0,143.0
K. Mellado,52.0,50.0,175.0
F. Tägtström,58.0,52.0,168.0
J. Kronig,53.0,50.0,165.0
M. Edjouma,53.0,51.0,162.0
L. Wackerle,34.0,33.0,87.0
T. Shibuya,31.0,53.0,110.0
B. Mumba,53.0,53.0,166.0
A. Addai,56.0,54.0,184.0
R. Gómez,72.0,45.0,183.0
A. Gilchrist,64.0,48.0,172.0
V. Reitstetter,60.0,45.0,166.0
B. Ozegovic,28.0,43.0,107.0
M. Orozco,59.0,52.0,172.0
S. Bakan,68.0,60.0,191.0
M. Leverbe,44.0,50.0,148.0
P. Almqvist,69.0,50.0,190.0
Wang Chu,62.0,47.0,183.0
M. Prinz,27.0,57.0,105.0
M. García,65.0,52.0,188.0
P. Pellegrino,32.0,42.0,104.0
R. Al Otaibi,58.0,51.0,183.0
N. Hämäläinen,57.0,54.0,177.0
A. Kapp,45.0,51.0,134.0
L. Shabani,61.0,48.0,171.0
B. Castrejón,58.0,53.0,180.0
A. Kawai,64.0,53.0,183.0
A. Nadesan,52.0,54.0,169.0
A. Rodriguez,43.0,44.0,142.0
V. Kaith,24.0,55.0,108.0
S. Daly-Bütz,64.0,48.0,177.0
A. Gudjónsson,38.0,49.0,145.0
H. Andersson,47.0,44.0,147.0
C. Elliot,65.0,56.0,193.0
V. Triboulet,50.0,53.0,178.0
A. Zaizen,75.0,53.0,193.0
C. López,33.0,49.0,128.0
A. Kigbu,47.0,43.0,142.0
S. Tracy,59.0,53.0,165.0
C. Sepúlveda,61.0,56.0,177.0
S. Martin,53.0,55.0,174.0
